variant,seed,episode,return,steps,accept_rate,avg_premium,loss_paid_sum,min_capital,final_capital,bankrupt,time_to_ruin,ez_steps,ez_phases,ez_repeats,exploration_steps,exploration_rate
Annealed,17,1,97555.3840666829,500,0.81,382.0602510711293,-56393.565816619244,50000.0,147555.38406668286,0,-1,0,0,0,499,0.998
Annealed,17,2,89354.38099170115,500,0.802,381.71172442400547,-63178.51174041994,50000.0,139354.38099170124,0,-1,0,0,0,498,0.996
Annealed,17,3,110682.59714162191,500,0.8,387.65900499463083,-43543.82123976507,50000.0,160682.59714162184,0,-1,0,0,0,498,0.996
Annealed,17,4,98736.57939601755,500,0.806,384.32456994707474,-53785.05988426827,50000.0,148736.57939601745,0,-1,0,0,0,496,0.992
Annealed,17,5,110928.2822197552,500,0.79,386.37570171839076,-37219.23402694384,50000.0,160928.28221975517,0,-1,0,0,0,496,0.992
Annealed,17,6,94491.84712035817,500,0.814,381.6324367136569,-43934.671261683,50000.0,144491.84712035823,0,-1,0,0,0,496,0.992
Annealed,17,7,108725.38010284897,500,0.778,383.1773823122745,-37854.36497753682,50000.0,158725.38010284893,0,-1,0,0,0,489,0.978
Annealed,17,8,84928.84341573906,500,0.796,395.849251080997,-67745.26971019447,50000.0,134928.84341573907,0,-1,0,0,0,484,0.968
Annealed,17,9,104445.19959800476,500,0.808,385.5029752608573,-48082.8150959587,50000.0,154445.1995980048,0,-1,0,0,0,495,0.99
Annealed,17,10,122359.0118734851,500,0.822,391.20487049896354,-37786.74091318093,50000.0,172359.01187348505,0,-1,0,0,0,479,0.958
Annealed,17,11,81939.27235855618,500,0.8,387.8600044965744,-70553.35362295849,50000.0,131939.27235855622,0,-1,0,0,0,491,0.982
Annealed,17,12,83110.19903520787,500,0.76,382.24316212879984,-60149.460098496624,50000.0,133110.1990352079,0,-1,0,0,0,489,0.978
Annealed,17,13,80664.53702815012,500,0.814,383.2353852574304,-74189.0327062879,34278.359331357446,130664.5370281501,0,-1,0,0,0,491,0.982
Annealed,17,14,102526.4483537778,500,0.776,383.31031455575805,-45538.18590774417,50000.0,152526.4483537778,0,-1,0,0,0,488,0.976
Annealed,17,15,75441.2497110558,500,0.804,384.2616959128214,-76068.72838949124,43172.01638872237,125441.24971105586,0,-1,0,0,0,486,0.972
Annealed,17,16,109766.99834831317,500,0.794,384.71033168739876,-38784.7266277085,50000.0,159766.9983483132,0,-1,0,0,0,486,0.972
Annealed,17,17,93900.28572248602,500,0.82,382.75219957886674,-61968.41685004306,50000.0,143900.28572248606,0,-1,0,0,0,488,0.976
Annealed,17,18,115260.32115190373,500,0.78,380.73641481155005,-32735.522284268918,50000.0,165260.32115190383,0,-1,0,0,0,495,0.99
Annealed,17,19,73443.579432032,500,0.802,374.49975482008404,-75307.1978961485,50000.0,123443.57943203207,0,-1,0,0,0,481,0.962
Annealed,17,20,-28716.47225879885,500,0.828,378.83768568753044,-43969.14190808619,21283.527741201047,21283.527741201047,0,-1,0,0,0,483,0.966
Annealed,17,21,-365899.34549060476,387,0.813953488372093,389.01460796991984,-188438.94700112945,-15899.345490604697,-15899.345490604697,1,386,0,0,0,374,0.9664082687338501
Annealed,17,22,98320.39346489268,500,0.822,392.16934843365004,-59904.770025844475,50000.0,148320.39346489267,0,-1,0,0,0,479,0.958
Annealed,17,23,121237.18264405215,500,0.81,387.05679366382554,-34085.85006745789,50000.0,171237.1826440521,0,-1,0,0,0,478,0.956
Annealed,17,24,106802.41679163327,500,0.806,385.33499152488804,-45628.85709846081,50000.0,156802.4167916333,0,-1,0,0,0,480,0.96
Annealed,17,25,98057.0529011811,500,0.812,386.21872352261846,-57121.64337525729,50000.0,148057.05290118122,0,-1,0,0,0,478,0.956
Annealed,17,26,101741.44759656818,500,0.834,385.0637935745916,-54686.76962602181,50000.0,151741.44759656824,0,-1,0,0,0,472,0.944
Annealed,17,27,84069.11690167456,500,0.824,385.795149605251,-74311.11595622894,50000.0,134069.1169016745,0,-1,0,0,0,477,0.954
Annealed,17,28,110743.26326110835,500,0.804,384.207964613663,-39717.28840068223,50000.0,160743.26326110837,0,-1,0,0,0,475,0.95
Annealed,17,29,101415.23238615562,500,0.804,387.1731385247624,-50630.293061344215,50000.0,151415.23238615564,0,-1,0,0,0,475,0.95
Annealed,17,30,120211.66639026559,500,0.828,389.3246423299762,-40066.45683358597,50000.0,170211.66639026566,0,-1,0,0,0,471,0.942
Annealed,17,31,82851.39410768711,500,0.802,384.95361992367486,-70834.2656699533,50000.0,132851.3941076871,0,-1,0,0,0,466,0.932
Annealed,17,32,98087.01602334,500,0.8,388.288005259037,-55127.58656423307,50000.0,148087.0160233401,0,-1,0,0,0,461,0.922
Annealed,17,33,76522.30901695028,500,0.806,378.41092230723456,-71988.88178897879,50000.0,126522.30901695018,0,-1,0,0,0,474,0.948
Annealed,17,34,85910.97393065327,500,0.808,388.66139036121933,-69788.06227805914,50000.0,135910.97393065318,0,-1,0,0,0,471,0.942
Annealed,17,35,82210.56363524267,500,0.784,394.8775558374366,-72309.55333036385,50000.0,132210.5636352427,0,-1,0,0,0,471,0.942
Annealed,17,36,72297.87889193815,500,0.822,381.0559652530364,-76521.87706326296,50000.0,122297.8788919381,0,-1,0,0,0,469,0.938
Annealed,17,37,104780.83609670596,500,0.836,388.94163148597096,-53952.84911163549,50000.0,154780.836096706,0,-1,0,0,0,469,0.938
Annealed,17,38,104403.88467194843,500,0.808,386.0405984597631,-50333.05239792259,50000.0,154403.8846719484,0,-1,0,0,0,461,0.922
Annealed,17,39,106560.6098566711,500,0.814,386.2604459954714,-49245.44404155944,50000.0,156560.60985667125,0,-1,0,0,0,457,0.914
Annealed,17,40,79582.8058770226,500,0.83,386.6756671514856,-76565.97072406014,50000.0,129582.80587702256,0,-1,0,0,0,451,0.902
Annealed,17,41,99959.43408719933,500,0.834,393.54724733663693,-58757.7165082803,50000.0,149959.43408719948,0,-1,0,0,0,460,0.92
Annealed,17,42,107872.7202405607,500,0.834,379.9990450666963,-47657.37535198206,50000.0,157872.72024056065,0,-1,0,0,0,467,0.934
Annealed,17,43,108240.2458939843,500,0.822,388.38832618894367,-49003.14991694501,50000.0,158240.24589398442,0,-1,0,0,0,461,0.922
Annealed,17,44,86514.09906246002,500,0.808,389.62970720187275,-68812.39224967502,50000.0,136514.09906246,0,-1,0,0,0,451,0.902
Annealed,17,45,-360027.2894479363,374,0.8181818181818182,389.5607893513698,-179232.89098945545,-10027.289447936288,-10027.289447936288,1,373,0,0,0,344,0.9197860962566845
Annealed,17,46,60333.346849885675,500,0.814,379.41327239723114,-82154.17338392568,50000.0,110333.34684988568,0,-1,0,0,0,465,0.93
Annealed,17,47,109327.12831695487,500,0.844,384.6331805685685,-52179.63007116469,50000.0,159327.12831695494,0,-1,0,0,0,451,0.902
Annealed,17,48,107352.95724857831,500,0.818,387.53741338375437,-50018.73380137385,50000.0,157352.95724857826,0,-1,0,0,0,461,0.922
Annealed,17,49,100266.60648526075,500,0.798,387.46767326703946,-53383.52313111335,50000.0,150266.60648526077,0,-1,0,0,0,454,0.908
Annealed,17,50,65522.31612324742,500,0.808,391.54158927780566,-92193.7772830174,38381.97069234765,115522.31612324732,0,-1,0,0,0,455,0.91
Annealed,17,51,109110.88679457523,500,0.808,388.84158932572547,-46617.62439031897,50000.0,159110.8867945754,0,-1,0,0,0,435,0.87
Annealed,17,52,89781.27942565735,500,0.81,382.4444492234124,-63102.79170847765,50000.0,139781.2794256573,0,-1,0,0,0,454,0.908
Annealed,17,53,-844.074660643877,500,0.828,390.297590000042,-45850.00898531892,49155.925339356065,49155.925339356065,0,-1,0,0,0,451,0.902
Annealed,17,54,95810.78246554382,500,0.85,384.27765225690956,-65734.79858010735,50000.0,145810.7824655438,0,-1,0,0,0,443,0.886
Annealed,17,55,113261.24190980081,500,0.856,386.50561249033314,-50444.9252082216,50000.0,163261.24190980077,0,-1,0,0,0,441,0.882
Annealed,17,56,102440.74456822312,500,0.84,390.44952851931254,-61425.65922233982,50000.0,152440.74456822302,0,-1,0,0,0,443,0.886
Annealed,17,57,108104.86128711207,500,0.85,383.47012199738447,-50275.33879561839,50000.0,158104.86128711217,0,-1,0,0,0,445,0.89
Annealed,17,58,112958.76613921819,500,0.78,377.54051661124595,-33583.3886243584,50000.0,162958.76613921818,0,-1,0,0,0,441,0.882
Annealed,17,59,111513.09837229356,500,0.802,387.3276863193274,-42819.26955055576,50000.0,161513.09837229352,0,-1,0,0,0,430,0.86
Annealed,17,60,100519.89434867172,500,0.824,380.0368977842979,-55214.94074686729,50000.0,150519.8943486718,0,-1,0,0,0,444,0.888
Annealed,17,61,118854.5507391127,500,0.818,389.91589744749746,-38108.57482214073,50000.0,168854.5507391127,0,-1,0,0,0,453,0.906
Annealed,17,62,120633.03105303773,500,0.822,394.3961121310863,-40815.43787375151,50000.0,170633.03105303767,0,-1,0,0,0,433,0.866
Annealed,17,63,76790.52417034896,500,0.826,388.0290603799335,-81977.39630706138,50000.0,126790.52417034897,0,-1,0,0,0,441,0.882
Annealed,17,64,92869.79133879428,500,0.806,381.32407417723323,-58354.48391789385,50000.0,142869.79133879428,0,-1,0,0,0,458,0.916
Annealed,17,65,105631.47374917018,500,0.812,388.7290690003945,-50384.35847473932,50000.0,155631.4737491702,0,-1,0,0,0,425,0.85
Annealed,17,66,99159.13132524186,500,0.81,383.7066710943057,-54175.279899367524,50000.0,149159.13132524196,0,-1,0,0,0,453,0.906
Annealed,17,67,99703.47264973143,500,0.8,388.70300550580026,-53293.530383094534,50000.0,149703.4726497313,0,-1,0,0,0,457,0.914
Annealed,17,68,98878.94466886255,500,0.83,387.12675205828197,-60364.47202043378,50000.0,148878.9446688625,0,-1,0,0,0,442,0.884
Annealed,17,69,104222.88100055294,500,0.82,392.503419631865,-55458.62876956148,50000.0,154222.88100055294,0,-1,0,0,0,443,0.886
Annealed,17,70,71270.70465319857,500,0.816,380.35686736714604,-82225.81252950573,50000.0,121270.70465319857,0,-1,0,0,0,436,0.872
Annealed,17,71,106399.09024258019,500,0.818,390.1339905256164,-52651.77687223122,50000.0,156399.09024258028,0,-1,0,0,0,432,0.864
Annealed,17,72,42443.464478775524,500,0.796,392.6743769657672,-113102.20055128772,40771.01690577305,92443.46447877552,0,-1,0,0,0,433,0.866
Annealed,17,73,58841.52187152246,500,0.814,380.4009869127953,-95268.27458777577,39434.48267867592,108841.52187152245,0,-1,0,0,0,438,0.876
Annealed,17,74,88391.46977397404,500,0.82,384.494639230356,-66440.56180191763,50000.0,138391.469773974,0,-1,0,0,0,423,0.846
Annealed,17,75,46428.13480705215,500,0.85,393.2752997802286,-117084.47271454407,41301.16717404795,96428.13480705213,0,-1,0,0,0,421,0.842
Annealed,17,76,105541.8242637958,500,0.796,392.68543261619067,-49785.34134848355,50000.0,155541.8242637959,0,-1,0,0,0,431,0.862
Annealed,17,77,107230.7162330607,500,0.8,383.80500432133675,-45713.759787560804,50000.0,157230.7162330607,0,-1,0,0,0,436,0.872
Annealed,17,78,94664.72722558043,500,0.822,399.248667241303,-68292.98514558758,50000.0,144664.7272255806,0,-1,0,0,0,416,0.832
Annealed,17,79,119414.19981849994,500,0.834,392.7021640667812,-43906.04332501464,50000.0,169414.19981850003,0,-1,0,0,0,428,0.856
Annealed,17,80,24497.118448763667,500,0.81,387.52988123952605,-130751.16196696332,16110.774953882465,74497.11844876371,0,-1,0,0,0,425,0.85
