variant,seed,episode,return,steps,accept_rate,avg_premium,loss_paid_sum,min_capital,final_capital,bankrupt,time_to_ruin,ez_steps,ez_phases,ez_repeats,exploration_steps,exploration_rate
Annealed,11,1,88532.86405995717,500,0.786,379.52774007811803,-58309.42343805258,50000.0,138532.86405995712,0,-1,0,0,0,499,0.998
Annealed,11,2,91279.2075004,500,0.816,385.0980442318262,-61674.929410127974,50000.0,141279.20750039993,0,-1,0,0,0,499,0.998
Annealed,11,3,106115.68757773221,500,0.81,383.27506643695597,-48285.99353263393,50000.0,156115.68757773217,0,-1,0,0,0,495,0.99
Annealed,11,4,43214.16204909835,500,0.83,384.4877158383289,-115153.7588515306,50000.0,93214.16204909835,0,-1,0,0,0,499,0.998
Annealed,11,5,81800.36488092632,500,0.806,386.9339992603652,-73625.05248570978,40521.08033815332,131800.3648809263,0,-1,0,0,0,495,0.99
Annealed,11,6,102904.94608084131,500,0.78,389.4502614143567,-47513.13595178817,50000.0,152904.94608084127,0,-1,0,0,0,494,0.988
Annealed,11,7,94335.98274823376,500,0.818,375.0660179798061,-57909.37794680318,50000.0,144335.98274823374,0,-1,0,0,0,499,0.998
Annealed,11,8,47525.57401110864,500,0.796,378.53065720994266,-101496.64197753168,50000.0,97525.57401110863,0,-1,0,0,0,496,0.992
Annealed,11,9,90749.44924842345,500,0.816,382.88039616042494,-64167.22550342698,50000.0,140749.44924842348,0,-1,0,0,0,493,0.986
Annealed,11,10,100411.74392386146,500,0.8,383.00500443577766,-49955.769193248416,50000.0,150411.74392386145,0,-1,0,0,0,492,0.984
Annealed,11,11,97864.96557078182,500,0.81,387.9328445881973,-58969.72807888753,50000.0,147864.96557078182,0,-1,0,0,0,491,0.982
Annealed,11,12,99737.82713819224,500,0.768,380.03750412911177,-44465.37042108658,50000.0,149737.8271381922,0,-1,0,0,0,492,0.984
Annealed,11,13,89462.4847462612,500,0.788,377.1837604977758,-58879.01446023731,50000.0,139462.48474626124,0,-1,0,0,0,486,0.972
Annealed,11,14,100565.35014476467,500,0.816,379.8627495204701,-50891.46995985216,50000.0,150565.3501447647,0,-1,0,0,0,489,0.978
Annealed,11,15,97230.4483806035,500,0.816,367.825493405847,-52393.56052095249,50000.0,147230.4483806036,0,-1,0,0,0,490,0.98
Annealed,11,16,93893.14080732076,500,0.792,385.5686918039515,-58197.11011661378,50000.0,143893.14080732077,0,-1,0,0,0,476,0.952
Annealed,11,17,37739.686188420674,500,0.85,379.84000471227307,-121364.37404433625,50000.0,87739.6861884207,0,-1,0,0,0,484,0.968
Annealed,11,18,86619.47008640808,500,0.812,377.71428946791025,-61796.22540182125,50000.0,136619.47008640826,0,-1,0,0,0,483,0.966
Annealed,11,19,58357.42605074266,500,0.764,379.26911413482344,-74074.17872836185,38806.21446400762,108357.42605074261,0,-1,0,0,0,486,0.972
Annealed,11,20,79583.9278595784,500,0.82,375.4526871599802,-73181.16032968616,50000.0,129583.92785957844,0,-1,0,0,0,472,0.944
Annealed,11,21,-368477.8113629798,47,0.8085106382978723,377.4315849354393,-82820.2115905265,-18477.81136297981,-18477.81136297981,1,46,0,0,0,46,0.9787234042553191
Annealed,11,22,80816.07166652697,500,0.824,381.2990328964678,-73767.00858167947,50000.0,130816.07166652699,0,-1,0,0,0,479,0.958
Annealed,11,23,111647.21770921299,500,0.844,379.99526507820565,-48098.680363887004,50000.0,161647.217709213,0,-1,0,0,0,481,0.962
Annealed,11,24,85974.37445121541,500,0.804,380.9542331707418,-66254.33686782957,50000.0,135974.37445121544,0,-1,0,0,0,473,0.946
Annealed,11,25,95410.98297956421,500,0.828,388.59613984448896,-63392.84150221513,50000.0,145410.98297956408,0,-1,0,0,0,477,0.954
Annealed,11,26,91939.61309182056,500,0.812,384.74877324362694,-53071.554541274156,50000.0,141939.61309182065,0,-1,0,0,0,477,0.954
Annealed,11,27,103819.5975903571,500,0.804,385.2019940964618,-49841.68777953111,50000.0,153819.59759035715,0,-1,0,0,0,477,0.954
Annealed,11,28,104088.63975215572,500,0.82,372.90829652111705,-46077.744908074164,50000.0,154088.63975215572,0,-1,0,0,0,478,0.956
Annealed,11,29,98828.45231388621,500,0.816,379.6431426861707,-52271.20049234738,50000.0,148828.4523138862,0,-1,0,0,0,470,0.94
Annealed,11,30,94945.14965152767,500,0.822,382.7523155421236,-61872.366168269895,50000.0,144945.14965152752,0,-1,0,0,0,480,0.96
Annealed,11,31,95387.165172982,500,0.812,378.0266058468466,-57060.874051089435,50000.0,145387.1651729821,0,-1,0,0,0,481,0.962
Annealed,11,32,103624.44295427807,500,0.802,377.09726111966177,-47244.36175632544,50000.0,153624.44295427803,0,-1,0,0,0,472,0.944
Annealed,11,33,99800.0130545506,500,0.806,385.6377217408741,-54801.699515654655,50000.0,149800.01305455063,0,-1,0,0,0,464,0.928
Annealed,11,34,114077.63174818353,500,0.832,383.82788940003286,-44553.4881147207,50000.0,164077.6317481835,0,-1,0,0,0,468,0.936
Annealed,11,35,100533.08485553222,500,0.824,384.29320776578294,-57658.046083454334,50000.0,150533.08485553222,0,-1,0,0,0,469,0.938
Annealed,11,36,104534.3014053002,500,0.822,387.46472430635254,-54310.39063365173,50000.0,154534.30140530018,0,-1,0,0,0,466,0.932
Annealed,11,37,88138.23955713061,500,0.826,380.07458123745124,-67826.42466695442,50000.0,138138.23955713067,0,-1,0,0,0,464,0.928
Annealed,11,38,64766.72614724029,500,0.838,382.83819079000796,-94757.20034212962,50000.0,114766.7261472402,0,-1,0,0,0,454,0.908
Annealed,11,39,74853.16850169908,500,0.802,377.9591065927634,-75264.34092869036,50000.0,124853.16850169894,0,-1,0,0,0,458,0.916
Annealed,11,40,102934.62081823741,500,0.814,382.7243290837918,-52446.014211275164,48195.4117411752,152934.62081823742,0,-1,0,0,0,458,0.916
Annealed,11,41,99636.27044494833,500,0.814,381.583296849628,-54514.89074088222,50000.0,149636.27044494828,0,-1,0,0,0,467,0.934
Annealed,11,42,101108.96683530572,500,0.814,378.3960734257241,-52708.9259065208,50000.0,151108.9668353058,0,-1,0,0,0,457,0.914
Annealed,11,43,77275.13083236349,500,0.788,380.13503048383643,-71545.42051858289,34223.32223834035,127275.1308323635,0,-1,0,0,0,460,0.92
Annealed,11,44,95283.66325468772,500,0.822,381.67202412357005,-60383.02158969293,50000.0,145283.66325468777,0,-1,0,0,0,453,0.906
Annealed,11,45,106504.52392356444,500,0.814,388.8953371434598,-48312.05480860542,50000.0,156504.52392356435,0,-1,0,0,0,451,0.902
Annealed,11,46,117444.7815276163,500,0.834,388.69544876679527,-42930.50320237431,50000.0,167444.78152761635,0,-1,0,0,0,459,0.918
Annealed,11,47,-549281.937472046,152,0.8223684210526315,380.00320386886597,-296782.33795565425,-199281.937472046,-199281.937472046,1,151,0,0,0,140,0.9210526315789473
Annealed,11,48,116555.67227775807,500,0.808,377.6356476675166,-35107.9173215683,50000.0,166555.67227775813,0,-1,0,0,0,462,0.924
Annealed,11,49,89592.31358766483,500,0.832,386.01635065560157,-70491.7131512742,50000.0,139592.31358766492,0,-1,0,0,0,459,0.918
Annealed,11,50,25717.60819493045,500,0.82,378.9014678024664,-57381.070684169405,50000.0,75717.6081949305,0,-1,0,0,0,451,0.902
Annealed,11,51,63666.132268444795,500,0.826,382.56755894090594,-67252.81587651963,50000.0,113666.1322684448,0,-1,0,0,0,453,0.906
